Cars,,,,,,[![Shift](https://upload.wikimedia.org/wikipedia/commons/6/67/Shift_logo_1.jpg)](https://shift.com/),,,,,,,,,,,,,,[![Metromile](http://photos.prnewswire.com/prnfull/20150331/195730LOGO)](https://www.metromile.com/),,,,,,,,,,
Pets,,,[![Chewy](https://s3.amazonaws.com/media.wishpond.com/media/003/808/913/original.png?1422458979)](https://www.chewy.com/),,,[![DogVacay](http://cdn2.content.compendiumblog.com/uploads/user/e9134729-1e32-474e-ba06-8360c93e7722/6e07160a-0799-4b0c-9dc3-fff6c0e2d486/Image/0031df8d29ee5424722fa74cdfa08ecd/dogvacay.jpg)](https://dogvacay.com/),[![BarkBox](http://www.animalhavenshelter.org/wp-content/uploads/2015/12/barkbox-logo-blue-default.png)](https://barkbox.com/),[![Ollie](http://www.radiopetlady.com/wp-content/uploads/2016/09/logo-545x175-1.png)](https://www.myollie.com/),,,,,,,,,,,,,,,,,,,,,,
Finance,[![Wealthfront](http://www.thesimpledollar.com/wp-content/uploads/2014/12/wealthfront-logo.png)](https://www.wealthfront.com/),,,,[![Credit Karma](https://creditkarmacdn-a.akamaihd.net/ckfiles.com/assets/69657661538/res/images/logos/ck-logo-upswing.svg)](https://www.creditkarma.com/),[![Lending Club](https://upload.wikimedia.org/wikipedia/en/c/c1/LendingClub_logo.jpg)](https://www.lendingclub.com/),,,,,,,,,,[![Robinhood](http://howardlindzon.com/wp-content/uploads/2016/01/robinhood-logo-green.png)](https://www.robinhood.com/),[![Chain](http://ec2-50-19-249-57.compute-1.amazonaws.com/system/companies/138-logo-whiteBG.png?1401492784)](https://chain.com/),,,,,,"[![Stripe](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Stripe_logo,_revised_2014.png/1280px-Stripe_logo,_revised_2014.png)](https://stripe.com/)",,,,,[![Lemonade](http://cdn.crowdfundinsider.com/wp-content/uploads/2015/12/lemonade.png)](https://www.lemonade.com/),[![Nubank](https://www.kaszek.com/wp-content/uploads/2016/03/1nulogo_whitebg.png)](https://www.nubank.com.br/),
Fitness,,,[![ClassPass](http://www.mamachallenge.com/wp-content/uploads/2015/01/CDWN11-e1422601940511.png)](https://classpass.com/),,,,,,[![Aaptiv](http://blog.aaptiv.com/wp-content/uploads/2016/11/logo@2x-1.jpg)](http://www.aaptiv.com/),[![Naked](https://3dprint.com/wp-content/uploads/2016/04/624x624xNaked-Labs_logo_stacked_120pxl-624x624.jpeg.pagespeed.ic_.1sGT-CxU0G.jpg)](https://naked.fit/),,,[![Peloton](https://www.filepicker.io/api/file/6kEsU0I7QQGudofNGS6l)](https://www.pelotoncycle.com/),,,,,,,,,,,,,,[![Fitbit](http://comolivingmag.com/wp-content/uploads/2015/09/Fitbit-logo-on-white.jpg)](https://www.fitbit.com/),,,
CPG,,,[![Dollar Shave Club](https://upload.wikimedia.org/wikipedia/en/6/69/Dollar_shave_club_logo.png)](https://www.dollarshaveclub.com/),,,,,[![HUBBLE](https://cdn.shopify.com/s/files/1/1516/5228/t/2/assets/full_logo_red.svg?13844067261394532726)](https://www.hubblecontacts.com/),,,,,,,,,,[![Harry's](https://cdn.shopify.com/s/files/1/0116/6732/files/harrys-logo_9051.jpg?5697)](https://www.harrys.com/),,,,,,,,,,,,
Productivity,[![Evernote](https://evernote.com/media/img/logos/evernote_logo_center_4c-lrg.png)](https://evernote.com/),,,,,,,,,[![Dropbox](https://cfl.dropboxstatic.com/static/images/brand/logotype-vflHjIsop.svg)](https://www.dropbox.com/),,,[![Slack](https://brandfolder.com/slack/logo/slack-primary-logo.png)](https://slack.com/),,,[![Quip](https://upload.wikimedia.org/wikipedia/en/7/72/Quip_company_logo.png)](https://quip.com/),,,[![Ozlo](https://s3.amazonaws.com/owler-image/logo/ozlo_owler_20160607_023713_original.png)](https://www.ozlo.ai/),,,[![IFTTT](https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/IFTTT_Logo.svg/2000px-IFTTT_Logo.svg.png)](https://ifttt.com/),,,,,[![53](http://www.fiftythree.com/assets/images/logos/53-dark.svg)](http://www.fiftythree.com/),,,
Photos,,,,,,[![Shutterstock](https://accounts.shutterstock.com/assets/images/ss-logo-color-2x.png)](https://www.shutterstock.com/),,,,,,,,,,[![Instagram](https://cdn3.tnwcdn.com/wp-content/blogs.dir/1/files/2013/05/Screen-Shot-2013-05-02-at-2.27.45-PM-730x300.png)](https://www.instagram.com/),,,[![Prisma](https://cdn.xtremerain.com/wp-content/uploads/2016/08/prisma-logo-HD.jpg)](http://prisma-ai.com/),,,,,,,,,,,
Mental Health,,,[![Simple Habit](http://dl1.cbsistatic.com/i/2016/08/12/313e5483-a504-4bcb-a0d4-98de152527af/2c43526601bbce217ef119c9b115730c/imgingest-7118995974045370538.png)](https://www.simplehabit.com/),,,,,,[![Headspace](http://simuddell.com/wp-content/uploads/2014/05/headspace.png)](https://www.headspace.com/),,,,,,,,,,,,,,,,,,,,,[![Joyable](https://daks2k3a4ib2z.cloudfront.net/572a4404d6c4eb236f23595a/572a68ed6e747aa53d8ecf5f_BARREL_Joyable-small-sec-3.png)](https://joyable.com/)
Healthcare,,,,,,[![Zocdoc](http://www.underconsideration.com/brandnew/archives/zocdoc_logo.png)](https://www.zocdoc.com/),,,,,,,,,,,,,,[![Oscar](https://upload.wikimedia.org/wikipedia/en/7/71/Oscar_Health_logo.svg)](https://www.hioscar.com/),,,,"[![Forward](https://crunchbase-production-res.cloudinary.com/image/upload/c_pad,h_140,w_140/v1479522120/q1byy7vwt9bxpj1tap7o.png)](https://goforward.com/)",,,,,,
Real Estate,[![Compass](https://static1.squarespace.com/static/516c687de4b00f416237be7e/t/560fed33e4b09e1a44ea7f0d/1443884340316/Compass-Real-Estate-RETech.png)](https://www.compass.com/),,,,,,,,,,,,,,,,,,,,,,,,[![Breather](http://www.almoffice.ca/wp-content/uploads/2015/10/breather-logo.jpg)](https://breather.com/),,,,,
Cooking,,,,,,,,,,,,,,[![Blue Apron](https://p5.zdassets.com/hc/theme_assets/253623/200041337/BA_logo-02_STACKED.png)](https://www.blueapron.com/),,,,,,,,,,,,[![Nom](https://photos.prnewswire.com/prnvar/20160309/342306LOGO)](https://nom.com/),,,,
Food & Drink,[![Instacart](http://whatpixel.com/images/2016/01/instacart-logo-redesign-rebrand-2016.jpg)](https://www.instacart.com/),,,,,,,[![Hungryroot](http://zelkovavc.com/wp-content/uploads/2015/05/hungryroot-logo.png)](https://www.hungryroot.com/),,,,,,,,,,,,,,,,,,,,,,
Restaurants & Delivery,,[![Slice](https://pbs.twimg.com/profile_images/786149771283226624/8zsbj0DQ.jpg)](http://slicelife.com/),,,,[![Grubhub](http://s2.q4cdn.com/723557020/files/Grubhub-logo-inverted-251by107px@2x.png)](https://www.grubhub.com/),,,,,,,,,,,,,,,,,,,[![Postmates](https://upload.wikimedia.org/wikipedia/en/1/15/Postmates_logo.png)](https://postmates.com/),,,,[![Deliveroo](http://uk.deliveroo.puzzlelondon.co.uk/blog/wp-content/uploads/sites/2/2016/09/PREFERRED-VERSION-Deliveroo-Logo_Full_CMYK_Teal_edit.png)](https://deliveroo.co.uk/),
Parenting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[![Honor](http://photos.prnewswire.com/prn/20160808/396236LOGO/Honor-Senior-Care-Logo)](https://www.joinhonor.com/)
Weather,,,,,,,,,,,,,,,,[![Dark Sky](https://s-media-cache-ak0.pinimg.com/236x/28/20/03/2820030de815cf05349356e6ec499c2a.jpg)](https://darksky.net/),,,,[![The Climate Corporation](http://mms.businesswire.com/media/20160817005298/en/539840/5/TCC_Hex_4Color_LRG.jpg)](https://www.climate.com/),,,,,,,,,,
Careers & Hiring,,,,,,[![Hired](https://s3.amazonaws.com/tdhq-company-logos/companies/logos/000/000/603/original/hired-light-padding-short.png?1470758499)](https://hired.com/),,,,,,,,,,,,,,,,,,,,[![Glassdoor](https://press-content.glassdoor.com/app/uploads/sites/2/2015/04/GD-logo-green-on-white-01.jpg)](https://www.glassdoor.com/),,,,
Local Services,,[![Thumbtack](https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/ThumbtackLogo.svg/1280px-ThumbtackLogo.svg.png)](https://www.thumbtack.com/),,,,,,,,,,,,,,,,,,,,,,,[![Handy](http://core0.staticworld.net/images/article/2014/09/handy_logo-100435695-large.jpg)](https://www.handy.com/),,,,,
Faith & Inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transportation,,,,,,,,,,,,,,,,[![Waze](https://www.waze.com/assets/press/logo@2x-1fe7fea8f69b97707a15e0e5f336d422.png)](https://www.waze.com/),,,,,,,,,[![Uber](http://static4.businessinsider.com/image/56b10e64c08a80431d8bc158-326-163/uber_logobit_digital_white.png)](https://www.uber.com/),,,[![Lyft](http://thepowershot.com/wp-content/uploads/2015/10/lyft-logo-facebook.jpg)](https://www.lyft.com/),,
Communication,,[![GIPHY](http://ec2-50-19-249-57.compute-1.amazonaws.com/system/companies/158-logo-giphy_l.jpg?1400273381)](http://giphy.com/),[![WhatsApp](https://www.brandsoftheworld.com/sites/default/files/styles/logo-thumbnail/public/062015/whatsapp_logo.jpg?itok=0OJT0IcZ)](https://www.whatsapp.com/),,,,,,,,,,[![Snapchat](http://www.logospike.com/wp-content/uploads/2014/11/Snapchat_logo.jpg)](https://www.snapchat.com/),,[![AltspaceVR](http://bostonvr.org/wp-content/uploads/2016/03/colorLogo-altspaceVR.png)](https://altvr.com/),,,,,,,,,,,,,[![Skype](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Skype_logo.svg/2000px-Skype_logo.svg.png)](https://www.skype.com/),,
Beauty & Health,,,,,,[![StyleSeat](https://d1vwnfeb9fby91.cloudfront.net/public/tumblr_assets/img/StyleSeat.Logo.Web.png)](https://www.styleseat.com/),,[![Glossier](http://maniacmagazine.com/wp-content/uploads/2016/05/glossier-logo.-maniac-magazine.jpg)](https://www.glossier.com/),,,,,,,,,,,,,[![Bevel](https://www.filepicker.io/api/file/fjgSxvpvSJiaLUkmMlFF)](https://getbevel.com/),,,,[![GLAMSQUAD](http://photos.prnewswire.com/prn/20151008/275456LOGO/GLAMSQUAD-LOGO)](https://www.glamsquad.com/),,,,,
Deals & Coupons,,,,,,,[![Groupon](https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Groupon_Logo.svg/2000px-Groupon_Logo.svg.png)](https://www.groupon.com/),,,,,,,,,,,,,,,,,,,,,,,
Dating,,,,,,,,,,,,,,,,[![Tinder](https://upload.wikimedia.org/wikipedia/en/d/d5/Tinder_logo.png)](https://www.gotinder.com/),,,,,,,,,,,,,,
Gifting,,,,,,[![Raise](https://d2o2wpn1drmies.cloudfront.net/avatars/429/eec/123/ce0/4c9/d83/f0f/489/a27/7c1/5e/Raise-Mint-Monkey-01-png.medium.png?1429807830)](https://www.raise.com/),,,,,,,,,,,,,,,,,,,,,,,,
Blogging,,,,,,,,,,,,,,,,,,[![Medium](https://cdn-images-1.medium.com/max/800/1*5ztbgEt4NqpVaxTc64C-XA.png)](https://medium.com/),,,,,,,,,,,,
News,,,,,,,[![BuzzFeed](https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/BuzzFeed.svg/2000px-BuzzFeed.svg.png)](https://www.buzzfeed.com/),,,,,,,,,,,,,,,,,,,,,,,
Weddings,[![Zola](http://www-static.weddingbee.com/wp-content/uploads/2015/02/Zola-Logo-300x150.jpg)](https://www.zola.com/),,,[![The Black Tux](https://d1qb2nb5cznatu.cloudfront.net/startups/i/156611-0983b09853f96f288436593107d60d28-medium_jpg.jpg?buster=1390437410)](https://theblacktux.com/),,,,,,,,,,,,,,,,,,,,,,,,,,
Security,,,,,,,,,,[![1Password](http://168kuc2h8b8d20lvkb36obq9-wpengine.netdna-ssl.com/wp-content/uploads/2016/08/1Password-Logo.jpg)](https://1password.com/),,,,,,,,,,,,,,,,,,,,
Home,[![Nextdoor](https://nextdoor.com/static/nextdoorv2/images/newsroom/logo-green-large.png)](https://nextdoor.com/),[![Houzz](http://st.hzcdn.com/res/2469/pic/print_logo.png?v=2469)](http://www.houzz.com/),,,,,,[![Casper](https://upload.wikimedia.org/wikipedia/commons/0/08/Casper_Logo.png)](https://casper.com/),,,,,,[![Point](http://resources.point.com/wp-content/uploads/2016/05/cropped-512-logo-print-color.png)](https://point.com/),,,,,,,,,,,,,,,,[![Homepolish](https://www.homepolish.com/assets/homepolish_logo-c85e020ccc97927625589eac4ba0ecd5.png)](https://www.homepolish.com/)
